2024-09-13 17:10:55,744: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-09-13 17:10:57,214: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-09-13 17:10:57,215: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-09-13 17:10:57,216: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-09-13 17:10:57,216: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-09-13 17:10:57,217: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,217: root: INFO: [32mNew market order of | 10 SPY buy | with status unprocessed was submitted.[0m
2024-09-13 17:10:57,220: root: INFO: [34mMLTrader : Trading iteration ended at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,220: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-09-13 17:10:57,221: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-09-13 17:10:57,955: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-09-13 17:10:57,956: root: INFO: [32mFilled Transaction: buy 10 of SPY at 323.54000854 USD per share[0m
2024-09-13 17:10:57,956: root: INFO: market order of | 10 SPY buy | with status new was filled
2024-09-13 17:10:57,962: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-09-13 17:10:57,964: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-09-13 17:10:57,964: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-09-13 17:10:57,966: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,966: root: INFO: [34mMLTrader : Trading iteration ended at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,967: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-09-13 17:10:57,968: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-09-13 17:10:57,968: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-09-13 17:10:57,970: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-09-13 17:10:57,972: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-09-13 17:10:57,974: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-09-13 17:10:57,974: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-09-13 17:10:57,975: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-09-13 17:10:57,975: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-09-13 17:10:57,976: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-09-13 17:10:57,977: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-09-13 17:10:57,978: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-09-13 17:10:57,978: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-09-13 17:10:57,981: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,981: root: INFO: [34mMLTrader : Trading iteration ended at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,982: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-09-13 17:10:57,983: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-09-13 17:10:57,983: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-09-13 17:10:57,985: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,985: root: INFO: [34mMLTrader : Trading iteration ended at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,986: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-09-13 17:10:57,987: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-09-13 17:10:57,988: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-09-13 17:10:57,989: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,989: root: INFO: [34mMLTrader : Trading iteration ended at 2024-09-13 17:10:57[0m
2024-09-13 17:10:57,991: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-09-13 17:10:57,992: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-09-13 17:10:57,992: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-09-13 17:10:57,994: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-09-13 17:10:57[0m
