datetime,portfolio_value,cash,return
2020-05-16 09:30:00-04:00,99588.29986572266,96764.59991455078,0.0
2020-05-18 09:30:00-04:00,99708.09997558594,96764.59991455078,0.0012029536604682978
2020-05-19 09:30:00-04:00,99722.79998779297,96764.59991455078,0.0001474304716531094
2020-05-20 09:30:00-04:00,99732.5,96764.59991455078,9.72697538397238e-05
2020-05-21 09:30:00-04:00,99710.29998779297,96764.59991455078,-0.00022259556520720647
2020-05-22 09:30:00-04:00,99710.29998779297,96764.59991455078,0.0
2020-05-23 09:30:00-04:00,99710.29998779297,96764.59991455078,0.0
2020-05-26 09:30:00-04:00,99785.79986572266,96764.59991455078,0.0007571923656726209
2020-05-27 09:30:00-04:00,99811.09985351562,96764.59991455078,0.00025354296730606407
2020-05-28 09:30:00-04:00,99789.19982910156,96764.59991455078,-0.00021941471886599562
2020-05-29 09:30:00-04:00,99789.19982910156,96764.59991455078,0.0
2020-05-30 09:30:00-04:00,99789.19982910156,96764.59991455078,0.0
2020-06-01 09:30:00-04:00,99830.09979248047,96764.59991455078,0.00040986362701533885
2020-06-02 09:30:00-04:00,99866.99981689453,96764.59991455078,0.0003696282432930076
2020-06-03 09:30:00-04:00,99875.6997680664,96764.59991455078,8.711537532746227e-05
2020-06-04 09:30:00-04:00,99936.90002441406,96764.59991455078,0.000612764230836671
2020-06-05 09:30:00-04:00,99936.90002441406,96764.59991455078,0.0
2020-06-06 09:30:00-04:00,99936.90002441406,96764.59991455078,0.0
2020-06-08 09:30:00-04:00,99967.59979248047,96764.59991455078,0.0003071915184371665
2020-06-09 09:30:00-04:00,99978.80004882812,96764.59991455078,0.00011203886430100063
2020-06-10 09:30:00-04:00,99879.19982910156,96764.59991455078,-0.0009962133940186746
2020-06-11 09:30:00-04:00,99846.99981689453,96764.59991455078,-0.00032238956922092665
2020-06-12 09:30:00-04:00,99846.99981689453,96764.59991455078,0.0
2020-06-13 09:30:00-04:00,99846.99981689453,96764.59991455078,0.0
2020-06-15 09:30:00-04:00,99919.40002441406,96764.59991455078,0.0007251114971136285
2020-06-16 09:30:00-04:00,99905.29998779297,96764.59991455078,-0.00014111410414441306
2020-06-17 09:30:00-04:00,99864.70001220703,96764.59991455078,-0.0004063846021271633
2020-06-18 09:30:00-04:00,99906.30004882812,96764.59991455078,0.0004165639772213403
2020-06-19 09:30:00-04:00,99906.30004882812,96764.59991455078,0.0
2020-06-20 09:30:00-04:00,99906.30004882812,96764.59991455078,0.0
2020-06-22 09:30:00-04:00,99899.49981689453,96764.59991455078,-6.806609723586377e-05
2020-06-23 09:30:00-04:00,99862.99987792969,96764.59991455078,-0.0003653665837340947
2020-06-24 09:30:00-04:00,99799.29992675781,96764.59991455078,-0.0006378733990540786
2020-06-25 09:30:00-04:00,99826.19995117188,96764.59991455078,0.0002695412135536035
2020-06-26 09:30:00-04:00,99826.19995117188,96764.59991455078,0.0
2020-06-27 09:30:00-04:00,99826.19995117188,96764.59991455078,0.0
2020-06-29 09:30:00-04:00,99804.49981689453,96764.59991455078,-0.00021737914783848122
2020-06-30 09:30:00-04:00,99860.29998779297,96764.59991455078,0.0005590947402251967
2020-07-01 09:30:00-04:00,99906.99981689453,96764.59991455078,0.000467651600358332
2020-07-02 09:30:00-04:00,99906.99981689453,96764.59991455078,0.0
2020-07-03 09:30:00-04:00,99906.99981689453,96764.59991455078,0.0
2020-07-06 09:30:00-04:00,99918.3999633789,96764.59991455078,0.00011410758510677077
2020-07-07 09:30:00-04:00,99910.6997680664,96764.59991455078,-7.706483806102504e-05
2020-07-08 09:30:00-04:00,99932.99987792969,96764.59991455078,0.00022320041712298178
2020-07-09 09:30:00-04:00,99907.69989013672,96764.59991455078,-0.000253169501804984
2020-07-10 09:30:00-04:00,99907.69989013672,96764.59991455078,0.0
2020-07-11 09:30:00-04:00,99907.69989013672,96764.59991455078,0.0
2020-07-13 09:30:00-04:00,99897.59979248047,96764.59991455078,-0.0001010942867002429
2020-07-14 09:30:00-04:00,99988.69995117188,96764.59991455078,0.0009119354106670308
2020-07-15 09:30:00-04:00,99962.5,96764.59991455078,-0.00026202912113737487
2020-07-16 09:30:00-04:00,99983.3999633789,96764.59991455078,0.00020907803805325642
2020-07-17 09:30:00-04:00,99983.3999633789,96764.59991455078,0.0
2020-07-18 09:30:00-04:00,99983.3999633789,96764.59991455078,0.0
2020-07-20 09:30:00-04:00,100029.1000366211,96764.59991455078,0.000457076607305984
2020-07-21 09:30:00-04:00,100010.79986572266,96764.59991455078,-0.00018294847091238076
2020-07-22 09:30:00-04:00,100029.29992675781,96764.59991455078,0.00018498063269167808
2020-07-23 09:30:00-04:00,99974.1000366211,96764.59991455078,-0.000551837213467854
2020-07-24 09:30:00-04:00,99974.1000366211,96764.59991455078,0.0
2020-07-25 09:30:00-04:00,99974.1000366211,96764.59991455078,0.0
2020-07-27 09:30:00-04:00,99988.8998413086,96764.59991455078,0.00014803638824534282
2020-07-28 09:30:00-04:00,99985.79986572266,96764.59991455078,-3.100319726345724e-05
2020-07-29 09:30:00-04:00,99983.59985351562,96764.59991455078,-2.200324656087549e-05
2020-07-30 09:30:00-04:00,100023.59985351562,96764.59991455078,0.0004000656113463119
2020-07-31 09:30:00-04:00,100023.59985351562,96764.59991455078,0.0
2020-08-01 09:30:00-04:00,100023.59985351562,96764.59991455078,0.0
2020-08-03 09:30:00-04:00,100043.1997680664,96764.59991455078,0.00019595290091034556
2020-08-04 09:30:00-04:00,100079.29992675781,96764.59991455078,0.0003608457024075751
2020-08-05 09:30:00-04:00,100079.40002441406,96764.59991455078,1.0001834178652302e-06
2020-08-06 09:30:00-04:00,100097.39990234375,96764.59991455078,0.00017985597360992145
2020-08-07 09:30:00-04:00,100097.39990234375,96764.59991455078,0.0
2020-08-08 09:30:00-04:00,100097.39990234375,96764.59991455078,0.0
2020-08-10 09:30:00-04:00,100133.09997558594,96764.59991455078,0.0003566533524048676
2020-08-11 09:30:00-04:00,100118.99993896484,96764.59991455078,-0.00014081294421652846
2020-08-12 09:30:00-04:00,100130.6997680664,96764.59991455078,0.00011685922860493747
2020-08-13 09:30:00-04:00,100128.69995117188,96764.59991455078,-1.9972065501971947e-05
2020-08-14 09:30:00-04:00,100128.69995117188,96764.59991455078,0.0
2020-08-15 09:30:00-04:00,100128.69995117188,96764.59991455078,0.0
2020-08-17 09:30:00-04:00,100147.99987792969,96764.59991455078,0.00019275119688177966
2020-08-18 09:30:00-04:00,100155.09979248047,96764.59991455078,7.089422214567875e-05
2020-08-19 09:30:00-04:00,100118.1997680664,96764.59991455078,-0.00036842881181808895
2020-08-20 09:30:00-04:00,100143.80004882812,96764.59991455078,0.00025570057013624137
2020-08-21 09:30:00-04:00,100143.80004882812,96764.59991455078,0.0
2020-08-22 09:30:00-04:00,100143.80004882812,96764.59991455078,0.0
2020-08-24 09:30:00-04:00,100199.89990234375,96764.59991455078,0.0005601929773813019
2020-08-25 09:30:00-04:00,100212.20001220703,96764.59991455078,0.00012275571008824038
2020-08-26 09:30:00-04:00,100249.70001220703,96764.59991455078,0.0003742059349602922
2020-08-27 09:30:00-04:00,100258.99993896484,96764.59991455078,9.276762680276995e-05
2020-08-28 09:30:00-04:00,100258.99993896484,96764.59991455078,0.0
2020-08-29 09:30:00-04:00,100258.99993896484,96764.59991455078,0.0
2020-08-31 09:30:00-04:00,100266.69982910156,96764.59991455078,7.679998944132294e-05
2020-09-01 09:30:00-04:00,100311.30004882812,96764.59991455078,0.0004448158740895103
2020-09-02 09:30:00-04:00,100323.29986572266,96764.59991455078,0.00011962577385293827
2020-09-03 09:30:00-04:00,100225.8999633789,96764.59991455078,-0.0009708602336059302
2020-09-04 09:30:00-04:00,100225.8999633789,96764.59991455078,0.0
2020-09-05 09:30:00-04:00,100225.8999633789,96764.59991455078,0.0
2020-09-08 09:30:00-04:00,100140.09979248047,96764.59991455078,-0.0008560678520201925
2020-09-09 09:30:00-04:00,100182.79998779297,96764.59991455078,0.0004264045612196732
2020-09-10 09:30:00-04:00,100122.79998779297,96764.59991455078,-0.0005989052013649632
2020-09-11 09:30:00-04:00,100122.79998779297,96764.59991455078,0.0
2020-09-12 09:30:00-04:00,100122.79998779297,96764.59991455078,0.0
2020-09-14 09:30:00-04:00,100175.79986572266,96764.59991455078,0.000529348739109814
2020-09-15 09:30:00-04:00,100179.70001220703,96764.59991455078,3.8933020645837146e-05
2020-09-16 09:30:00-04:00,100100.19989013672,96764.59991455078,-0.000793575166032845
2020-09-17 09:30:00-04:00,100118.29986572266,96764.59991455078,0.0001808185758449543
2020-09-18 09:30:00-04:00,100118.29986572266,96764.59991455078,0.0
2020-09-19 09:30:00-04:00,100118.29986572266,96764.59991455078,0.0
2020-09-21 09:30:00-04:00,100050.29998779297,96764.59991455078,-0.0006791952921781919
2020-09-22 09:30:00-04:00,100073.59985351562,96764.59991455078,0.00023288151785161304
2020-09-23 09:30:00-04:00,99976.79992675781,96764.59991455078,-0.0009672873455087716
2020-09-24 09:30:00-04:00,99990.39978027344,96764.59991455078,0.00013603009423768242
2020-09-25 09:30:00-04:00,99990.39978027344,96764.59991455078,0.0
2020-09-26 09:30:00-04:00,99990.39978027344,96764.59991455078,0.0
2020-09-28 09:30:00-04:00,100104.29992675781,96764.59991455078,0.0011391108219855894
2020-09-29 09:30:00-04:00,100095.49987792969,96764.59991455078,-8.790879946773966e-05
2020-09-30 09:30:00-04:00,100141.49993896484,96764.59991455078,0.0004595617294609333
2020-10-01 09:30:00-04:00,100081.6000366211,96764.59991455078,-0.0005981526378200375
2020-10-02 09:30:00-04:00,100081.6000366211,96764.59991455078,0.0
2020-10-03 09:30:00-04:00,100081.6000366211,96764.59991455078,0.0
2020-10-05 09:30:00-04:00,100163.69995117188,96764.59991455078,0.0008203297561264478
2020-10-06 09:30:00-04:00,100145.79986572266,96764.59991455078,-0.00017870830907751323
2020-10-07 09:30:00-04:00,100193.09997558594,96764.59991455078,0.0004723124676890844
2020-10-08 09:30:00-04:00,100220.19989013672,96764.59991455078,0.00027047685476722094
2020-10-09 09:30:00-04:00,100220.19989013672,96764.59991455078,0.0
2020-10-10 09:30:00-04:00,100220.19989013672,96764.59991455078,0.0
2020-10-12 09:30:00-04:00,100287.39990234375,96764.59991455078,0.0006705236297741557
2020-10-13 09:30:00-04:00,100272.09991455078,96764.59991455078,-0.00015256141656749822
2020-10-14 09:30:00-04:00,100201.69982910156,96764.59991455078,-0.000702090466931593
2020-10-15 09:30:00-04:00,100254.19982910156,96764.59991455078,0.000523943207445976
2020-10-16 09:30:00-04:00,100254.19982910156,96764.59991455078,0.0
2020-10-17 09:30:00-04:00,100254.19982910156,96764.59991455078,0.0
2020-10-19 09:30:00-04:00,100199.19982910156,96764.59991455078,-0.0005486054458940792
2020-10-20 09:30:00-04:00,100197.89978027344,96764.59991455078,-1.2974642814911341e-05
2020-10-21 09:30:00-04:00,100194.19982910156,96764.59991455078,-3.692643438624188e-05
2020-10-22 09:30:00-04:00,100223.8998413086,96764.59991455078,0.0002964244662633231
2020-10-23 09:30:00-04:00,100223.8998413086,96764.59991455078,0.0
2020-10-24 09:30:00-04:00,100223.8998413086,96764.59991455078,0.0
2020-10-26 09:30:00-04:00,100162.20001220703,96764.59991455078,-0.0006156199189939482
2020-10-27 09:30:00-04:00,100085.59997558594,96764.59991455078,-0.0007647599255183879
2020-10-28 09:30:00-04:00,100033.69995117188,96764.59991455078,-0.0005185563600230703
2020-10-29 09:30:00-04:00,100047.39990234375,96764.59991455078,0.00013695335850383294
2020-10-30 09:30:00-04:00,100047.39990234375,96764.59991455078,0.0
2020-10-31 09:30:00-04:00,100047.39990234375,96764.59991455078,0.0
2020-11-02 09:30:00-05:00,100066.6000366211,96764.59991455078,0.0001919103774419284
2020-11-03 09:30:00-05:00,100101.49993896484,96764.59991455078,0.00034876674465778024
2020-11-04 09:30:00-05:00,100173.1997680664,96764.59991455078,0.0007162712761075163
2020-11-05 09:30:00-05:00,100256.99981689453,96764.59991455078,0.0008365515828798742
2020-11-06 09:30:00-05:00,100263.8998413086,96764.59991455078,6.882336821023571e-05
2020-11-07 09:30:00-05:00,100263.8998413086,96764.59991455078,0.0
2020-11-09 09:30:00-05:00,100404.29992675781,96764.59991455078,0.0014003054506301904
2020-11-10 09:30:00-05:00,100299.49981689453,96764.59991455078,-0.001043781092440521
2020-11-11 09:30:00-05:00,100328.59985351562,96764.59991455078,0.00029013142312983575
2020-11-12 09:30:00-05:00,100320.39978027344,96764.59991455078,-8.173216066165168e-05
2020-11-13 09:30:00-05:00,100317.2998046875,96764.59991455078,-3.090074992451175e-05
2020-11-14 09:30:00-05:00,100317.2998046875,96764.59991455078,0.0
2020-11-16 09:30:00-05:00,100374.40002441406,96764.59991455078,0.0005691961390281719
2020-11-17 09:30:00-05:00,100364.29992675781,96764.59991455078,-0.00010062423938572707
2020-11-18 09:30:00-05:00,100373.69995117188,96764.59991455078,9.365904431080097e-05
2020-11-19 09:30:00-05:00,100320.59997558594,96764.59991455078,-0.0005290227979218853
2020-11-20 09:30:00-05:00,100339.59991455078,96764.59991455078,0.00018939219830693688
2020-11-21 09:30:00-05:00,100339.59991455078,96764.59991455078,0.0
2020-11-23 09:30:00-05:00,100337.39990234375,96764.59991455078,-2.1925662539112878e-05
2020-11-24 09:30:00-05:00,100366.69982910156,96764.59991455078,0.0002920140125848292
2020-11-25 09:30:00-05:00,100395.8999633789,96764.59991455078,0.0002909344865085206
2020-11-26 09:30:00-05:00,100395.8999633789,96764.59991455078,0.0
2020-11-27 09:30:00-05:00,100402.99987792969,96764.59991455078,7.071916834622272e-05
2020-11-28 09:30:00-05:00,100402.99987792969,96764.59991455078,0.0
2020-11-30 09:30:00-05:00,100392.89978027344,96764.59991455078,-0.00010059557651198592
2020-12-01 09:30:00-05:00,100420.29998779297,96764.59991455078,0.00027292973486670036
2020-12-02 09:30:00-05:00,100412.79998779297,96764.59991455078,-7.468609435457019e-05
2020-12-03 09:30:00-05:00,100431.3998413086,96764.59991455078,0.00018523388968216814
2020-12-04 09:30:00-05:00,100437.79998779297,96764.59991455078,6.372654861408478e-05
2020-12-05 09:30:00-05:00,100437.79998779297,96764.59991455078,0.0
2020-12-07 09:30:00-05:00,100454.7998046875,96764.59991455078,0.0001692571611147109
2020-12-08 09:30:00-05:00,100441.79992675781,96764.59991455078,-0.00012941022186063744
2020-12-09 09:30:00-05:00,100473.3999633789,96764.59991455078,0.00031461041761637887
2020-12-10 09:30:00-05:00,100418.29986572266,96764.59991455078,-0.0005484048283060927
2020-12-11 09:30:00-05:00,100413.59985351562,96764.59991455078,-4.680433958070829e-05
2020-12-12 09:30:00-05:00,100413.59985351562,96764.59991455078,0.0
2020-12-14 09:30:00-05:00,100451.00006103516,96764.59991455078,0.0003724615746680815
2020-12-15 09:30:00-05:00,100438.59985351562,96764.59991455078,-0.0001234453366516508
2020-12-16 09:30:00-05:00,100462.79998779297,96764.59991455078,0.00024094456028489475
2020-12-17 09:30:00-05:00,100483.99993896484,96764.59991455078,0.00021102289777363836
2020-12-18 09:30:00-05:00,100474.29992675781,96764.59991455078,-9.653290287925387e-05
2020-12-19 09:30:00-05:00,100474.29992675781,96764.59991455078,0.0
2020-12-21 09:30:00-05:00,100430.09992675782,96780.39991455078,-0.0004399134906361013
2020-12-22 09:30:00-05:00,100462.49982910157,96780.39991455078,0.00032261147173384686
2020-12-23 09:30:00-05:00,100463.19990234375,96780.39991455078,6.968503106996593e-06
2020-12-24 09:30:00-05:00,100461.19978027344,96780.39991455078,-1.9909002224260952e-05
2020-12-25 09:30:00-05:00,100461.19978027344,96780.39991455078,0.0
2020-12-28 09:30:00-05:00,100497.79981689453,96780.39991455078,0.00036432012260601
2020-12-29 09:30:00-05:00,100518.49989013672,96780.39991455078,0.00020597538732092247
2020-12-30 09:30:00-05:00,100503.79987792969,96780.39991455078,-0.0001462418581962277
2020-12-31 09:30:00-05:00,100498.19990234375,96780.39991455078,-5.571904338685929e-05
2021-01-01 09:30:00-05:00,100498.19990234375,96780.39991455078,0.0
2021-01-04 09:30:00-05:00,100533.49989013672,96780.39991455078,0.00035124995101676326
2021-01-05 09:30:00-05:00,100461.39997558594,96780.39991455078,-0.0007171730281902988
2021-01-06 09:30:00-05:00,100477.49982910157,96780.39991455078,0.00016025909970940333
2021-01-07 09:30:00-05:00,100541.39997558594,96780.39991455078,0.0006359647343241459
2021-01-08 09:30:00-05:00,100586.29987792969,96780.39991455078,0.00044658123275231887
2021-01-09 09:30:00-05:00,100586.29987792969,96780.39991455078,0.0
2021-01-11 09:30:00-05:00,100558.89997558594,96780.39991455078,-0.00027240193124711265
2021-01-12 09:30:00-05:00,100569.30006103516,96780.39991455078,0.00010342282435216177
2021-01-13 09:30:00-05:00,100567.29993896485,96780.39991455078,-1.988799831653676e-05
2021-01-14 09:30:00-05:00,100586.29987792969,96780.39991455078,0.00018892760346922444
2021-01-15 09:30:00-05:00,100547.59992675782,96780.39991455078,-0.0003847437595263514
2021-01-16 09:30:00-05:00,100547.59992675782,96780.39991455078,0.0
2021-01-19 09:30:00-05:00,100563.79987792969,96780.39991455078,0.00016111723386402765
2021-01-20 09:30:00-05:00,100591.49976806641,96780.39991455078,0.0002754459375078344
2021-01-21 09:30:00-05:00,100625.29981689453,96780.39991455078,0.0003360129723293248
2021-01-22 09:30:00-05:00,100602.89991455078,96780.39991455078,-0.00022260706188714785
2021-01-23 09:30:00-05:00,100602.89991455078,96780.39991455078,0.0
2021-01-25 09:30:00-05:00,100617.10004882813,96780.39991455078,0.00014115034744932586
2021-01-26 09:30:00-05:00,100634.49995117188,96780.39991455078,0.00017293186083988665
2021-01-27 09:30:00-05:00,100582.59992675782,96780.39991455078,-0.0005157279505462187
2021-01-28 09:30:00-05:00,100543.99976806641,96780.39991455078,-0.000383765767831723
2021-01-29 09:30:00-05:00,100536.69996337891,96780.39991455078,-7.260308625411938e-05
2021-01-30 09:30:00-05:00,100536.69996337891,96780.39991455078,0.0
2021-02-01 09:30:00-05:00,100517.59992675782,96780.39991455078,-0.00018998073965081907
2021-02-02 09:30:00-05:00,100576.89985351563,96780.39991455078,0.0005899457090203786
2021-02-03 09:30:00-05:00,100604.79993896485,96780.39991455078,0.0002774005312338179
2021-02-04 09:30:00-05:00,100609.99982910157,96780.39991455078,5.1686302640296944e-05
2021-02-05 09:30:00-05:00,100662.4000366211,96780.39991455078,0.0005208250433210715
